Date,Title,Artist,Link
2025/11/12,セプテンバーさん,RADWIMPS,https://www.youtube.com/watch?v=basUGkkm_JY&t=4355s
2025/11/12,君の知らない物語,supercell,https://www.youtube.com/watch?v=basUGkkm_JY&t=5070s
2025/11/12,Snow halation,μ's,https://www.youtube.com/watch?v=basUGkkm_JY&t=5432s
2025/11/12,めくる世界、めぐる歌,しゆ。,https://www.youtube.com/watch?v=basUGkkm_JY&t=5746s
2024/12/26,カタオモイ,Aimer,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=1005s
2024/12/26,チェリー,スピッツ,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=1377s
2024/12/26,１・２・３,After the Rain,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=2097s
2024/12/26,パズルガール,とあ,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=2838s
2024/12/26,星座になれたら,結束バンド,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=3513s
2024/12/26,瞬き,back number,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=3915s
2024/12/26,to Mother,YUI,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=4287s
2024/12/26,Rolling star,YUI,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=4630s
2024/12/26,のびしろ,Creepy Nuts,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=5507s
2024/12/26,Bling-Bang-Bang-Born,Creepy Nuts,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=5736s
2024/12/26,メロンソーダ,aiko,https://www.youtube.com/watch?v=ztJVQ5m2HJ0&t=6171s
2025/11/27,忘れじの言の葉,未来古代楽団,https://www.youtube.com/watch?v=F5UykpTNtig&t=508s
2025/11/27,粉雪,レミオロメン,https://www.youtube.com/watch?v=F5UykpTNtig&t=1122s
2025/11/27,君はロックを聴かない,あいみょん,https://www.youtube.com/watch?v=F5UykpTNtig&t=1985s
2025/11/27,115万キロのフィルム,Official髭男dism,https://www.youtube.com/watch?v=F5UykpTNtig&t=2464s
2025/11/27,にじいろ,絢香,https://www.youtube.com/watch?v=F5UykpTNtig&t=2972s
2025/11/27,晴る,ヨルシカ,https://www.youtube.com/watch?v=F5UykpTNtig&t=3322s
2025/11/27,春泥棒,ヨルシカ,https://www.youtube.com/watch?v=F5UykpTNtig&t=3893s
2025/11/27,からくりピエロ,40mP,https://www.youtube.com/watch?v=F5UykpTNtig&t=4443s
2025/11/27,ロビンソン,スピッツ,https://www.youtube.com/watch?v=F5UykpTNtig&t=4942s
2025/11/27,波よせて,クラムボン,https://www.youtube.com/watch?v=F5UykpTNtig&t=5402s
2025/11/20,キラキラ,aiko,https://www.youtube.com/watch?v=i_SnEm2mm9A&t=866s
2025/11/20,春泥棒,ヨルシカ,https://www.youtube.com/watch?v=i_SnEm2mm9A&t=1668s
2025/11/20,回る空うさぎ,Orangestar,https://www.youtube.com/watch?v=i_SnEm2mm9A&t=2299s
2025/11/20,DAYBREAK FRONTLINE,Orangestar,https://www.youtube.com/watch?v=i_SnEm2mm9A&t=2769s
2025/11/20,白い恋人達,桑田佳祐,https://www.youtube.com/watch?v=i_SnEm2mm9A&t=3573s
2025/11/20,深海少女,ゆうゆ,https://www.youtube.com/watch?v=i_SnEm2mm9A&t=4334s
2025/11/20,憂一乗,ヨルシカ,https://www.youtube.com/watch?v=i_SnEm2mm9A&t=4844s
2025/07/17,from Y to Y,ジミーサムP,https://www.youtube.com/watch?v=t3KLCX64uG0&t=240s
2025/07/17,花に亡霊,ヨルシカ,https://www.youtube.com/watch?v=t3KLCX64uG0&t=531s
2025/07/17,シンデレラボーイ,Saucy Dog,https://www.youtube.com/watch?v=t3KLCX64uG0&t=1034s
2025/07/17,コンタクトケース,Saucy Dog,https://www.youtube.com/watch?v=t3KLCX64uG0&t=1333s
2025/07/17,空も飛べるはず,スピッツ,https://www.youtube.com/watch?v=t3KLCX64uG0&t=1753s
2025/07/17,魔法の絨毯,川崎鷹也,https://www.youtube.com/watch?v=t3KLCX64uG0&t=2181s
2025/07/17,ルージュの伝言,荒井由実,https://www.youtube.com/watch?v=t3KLCX64uG0&t=2525s
2025/07/17,美しい鰭,スピッツ,https://www.youtube.com/watch?v=t3KLCX64uG0&t=2857s
2025/07/17,めくる世界、めぐる歌,しゆ。,https://www.youtube.com/watch?v=t3KLCX64uG0&t=3297s
2024/08/07,美しい鰭,スピッツ,https://www.youtube.com/watch?v=UQWjGakRAZk&t=431s
2024/08/07,変わらないもの,奥華子,https://www.youtube.com/watch?v=UQWjGakRAZk&t=1343s
2024/08/07,あの夢をなぞって,YOASOBI,https://www.youtube.com/watch?v=UQWjGakRAZk&t=1779s
2024/08/07,ミックスナッツ,Official髭男dism,https://www.youtube.com/watch?v=UQWjGakRAZk&t=2166s
2024/08/07,アカツキの詩,スキマスイッチ,https://www.youtube.com/watch?v=UQWjGakRAZk&t=2857s
2024/08/07,アナタノオト,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=UQWjGakRAZk&t=3298s
2024/08/07,シリウスの心臓,ヰ世界情緒,https://www.youtube.com/watch?v=UQWjGakRAZk&t=3553s
2024/08/07,忘れじの言の葉,未来古代楽団,https://www.youtube.com/watch?v=UQWjGakRAZk&t=3918s
2024/08/07,好きだから。,ユイカ,https://www.youtube.com/watch?v=UQWjGakRAZk&t=4384s
2024/08/06,ハロ／ハワユ,ナノウ,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=632s
2024/08/06,アスノヨゾラ哨戒班,Orangestar,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=1130s
2024/08/06,打上花火,DAOKO×米津玄師,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=1476s
2024/08/06,月が綺麗,岩見拓馬,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=1956s
2024/08/06,ベノム,かいりきベア,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=2197s
2024/08/06,小さな恋のうた,MONGOL800,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=2386s
2024/08/06,蝶々結び,Aimer,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=2952s
2024/08/06,怪獣の花唄,Vaundy,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=3512s
2024/08/06,366日,HY,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=3971s
2024/08/06,115万キロのフィルム,Official髭男dism,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=5177s
2024/08/06,シンデレラボーイ,Saucy Dog,https://www.youtube.com/watch?v=OoWDWp6_FK8&t=5621s
2025/01/30,コンタクトケース,Saucy Dog,https://www.youtube.com/watch?v=_x6X76xpIRY&t=2531s
2025/01/30,深海少女,ゆうゆ,https://www.youtube.com/watch?v=_x6X76xpIRY&t=3263s
2025/01/30,春泥棒,ヨルシカ,https://www.youtube.com/watch?v=_x6X76xpIRY&t=3697s
2025/01/30,晴る,ヨルシカ,https://www.youtube.com/watch?v=_x6X76xpIRY&t=4117s
2025/01/30,ヒッチコック,ヨルシカ,https://www.youtube.com/watch?v=_x6X76xpIRY&t=4534s
2025/01/30,パレード,ヨルシカ,https://www.youtube.com/watch?v=_x6X76xpIRY&t=4888s
2025/01/30,メロウ,須田景凪,https://www.youtube.com/watch?v=_x6X76xpIRY&t=5998s
2025/01/30,回る空うさぎ,Orangestar,https://www.youtube.com/watch?v=_x6X76xpIRY&t=6261s
2025/09/18,晴る,ヨルシカ,https://www.youtube.com/watch?v=2B270vN-kio&t=765s
2025/09/18,ベテルギウス,優里,https://www.youtube.com/watch?v=2B270vN-kio&t=1390s
2025/09/18,Slow & Easy,平井大,https://www.youtube.com/watch?v=2B270vN-kio&t=1872s
2025/09/18,わたがし,back number,https://www.youtube.com/watch?v=2B270vN-kio&t=2229s
2025/09/18,TSUNAMI,サザンオールスターズ,https://www.youtube.com/watch?v=2B270vN-kio&t=2591s
2025/09/18,恋におちて-Fall in Love-,小林明子,https://www.youtube.com/watch?v=2B270vN-kio&t=3230s
2025/09/18,真夏の果実,サザンオールスターズ,https://www.youtube.com/watch?v=2B270vN-kio&t=3458s
2025/09/18,希望の轍,サザンオールスターズ,https://www.youtube.com/watch?v=2B270vN-kio&t=3734s
2025/09/18,セプテンバーさん,RADWIMPS,https://www.youtube.com/watch?v=2B270vN-kio&t=4404s
2024/12/10,napori,Vaundy,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=793s
2024/12/10,CHE.R.RY,YUI,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=1136s
2024/12/10,さくらんぼ,大塚愛,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=1466s
2024/12/10,ミックスナッツ,Official髭男dism,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=2000s
2024/12/10,晴る,ヨルシカ,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=2234s
2024/12/10,シリウスの心臓,ヰ世界情緒,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=2727s
2024/12/10,heavenly days,新垣結衣,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=3226s
2024/12/10,真赤,My Hair is Bad,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=3685s
2024/12/10,HANABI,Mr.Children,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=4403s
2024/12/10,Tomorrow Never Knows,Mr.Children,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=4924s
2024/12/10,だんご大家族,茶太,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=5145s
2024/12/10,時を刻む唄,Lia,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=5592s
2024/12/10,小さなてのひら,Lia,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=5851s
2024/12/10,シリウスの心臓,ヰ世界情緒,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=2638s
2024/12/10,真っ赤,My Hair is Bad,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=3688s
2024/12/10,だんご大家族,茶太,https://www.youtube.com/watch?v=VUvX5HH_qYw&t=5175s
2025/12/18,ノーチラス,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=433s
2025/12/18,春泥棒,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=760s
2025/12/18,ヒッチコック,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=1160s
2025/12/18,パレード,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=1352s
2025/12/18,斜陽,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=1814s
2025/12/18,憂一乗,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=2163s
2025/12/18,晴る,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=2635s
2025/12/18,花に亡霊,ヨルシカ,https://www.youtube.com/watch?v=VdPRft5DtZY&t=3121s
2025/07/10,カタオモイ,Aimer,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=472s
2025/07/10,ヒッチコック,ヨルシカ,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=1056s
2025/07/10,ノーチラス,ヨルシカ,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=1265s
2025/07/10,ライラック,Mrs.GREEN APPLE,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=1730s
2025/07/10,パズルガール,とあ,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=1962s
2025/07/10,少女レイ,みきとP,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=2485s
2025/07/10,ロビンソン,スピッツ,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=2877s
2025/07/10,ロマンスの約束,幾田りら,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=3533s
2025/07/10,ドライフラワー,優里,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=3800s
2025/07/10,星間飛行,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=4397s
2025/07/10,めくる世界、めぐる歌,しゆ。,https://www.youtube.com/watch?v=s3TtD6R-o-0&t=4666s
2024/09/24,突撃ラブハート,FIRE BOMBER,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=490s
2024/09/24,僕らの戦場,ワルキューレ,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=875s
2024/09/24,ルンがピカッと光ったら,ワルキューレ,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=1265s
2024/09/24,星座になれたら,結束バンド,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=1748s
2024/09/24,パジャマパーティーズのうた,パジャマパーティーズ,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=2207s
2024/09/24,ひとりごつ,ハチワレ,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=2254s
2024/09/24,ミックスナッツ,Official髭男dism,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=2523s
2024/09/24,葛飾ラプソディー,堂島孝平,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=2905s
2024/09/24,小悪魔だってかまわない！,HoneyWorks,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=3581s
2024/09/24,やさしさに包まれたなら,荒井由実,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=3831s
2024/09/24,パジャマパーティーズのうた,パジャマパーティーズ,https://www.youtube.com/watch?v=YOxq3x0HPfk&t=2207s
2025/04/30,儚くない,SUPER BEAVER,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=389s
2025/04/30,マリーゴールド,あいみょん,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=901s
2025/04/30,aimai,瀬名航,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=1380s
2025/04/30,ひとり旅,瀬名航,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=1845s
2025/04/30,すきなうた,yui × 锁那,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=2211s
2025/04/30,シュテルン,锁那,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=2373s
2025/04/30,アイモ,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=2782s
2025/04/30,放課後オーバーフロウ,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=3050s
2025/04/30,ホシキラ,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=OkjCUVXWCCI&t=3357s
2025/03/27,雨き声残響,Orangestar,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=604s
2025/03/27,from Y to Y,ジミーサムP,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=787s
2025/03/27,憂一乗,ヨルシカ,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=1257s
2025/03/27,雨とカプチーノ,ヨルシカ,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=1660s
2025/03/27,ベテルギウス,優里,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=1975s
2025/03/27,ハルノヒ,あいみょん,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=2429s
2025/03/27,赤い糸,コブクロ,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=3141s
2025/03/27,Stand By Me,Ben E. King,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=3939s
2025/03/27,葛飾ラプソディー,堂島孝平,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=4296s
2025/03/27,またねがあれば,risou,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=4942s
2025/03/27,春風,Rihwa,https://www.youtube.com/watch?v=Yl2quH9H6Ec&t=5586s
2025/02/04,Rain,秦基博,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=603s
2025/02/04,ひまわりの約束,秦基博,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=1090s
2025/02/04,またねがあれば,ちんまりP,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=1915s
2025/02/04,アイロニ,すこっぷ,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=2631s
2025/02/04,夏恋花火,40mP,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=3034s
2025/02/04,僕らしさ,『ユイカ』,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=3557s
2025/02/04,全力少年,スキマスイッチ,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=3913s
2025/02/04,若者のすべて,フジファブリック,https://www.youtube.com/watch?v=7DZJO-nZ8xU&t=4266s
2025/10/18,明日晴れるかな,桑田佳祐,https://www.youtube.com/watch?v=qhEWKfVia7k&t=601s
2025/10/18,あなたが知らない貴方のうた,『ユイカ』,https://www.youtube.com/watch?v=qhEWKfVia7k&t=1117s
2025/10/18,美しい鰭,スピッツ,https://www.youtube.com/watch?v=qhEWKfVia7k&t=1586s
2025/10/18,星座になれたら,結束バンド,https://www.youtube.com/watch?v=qhEWKfVia7k&t=2294s
2025/10/18,チノカテ,ヨルシカ,https://www.youtube.com/watch?v=qhEWKfVia7k&t=2725s
2025/10/18,変わらないもの,奥華子,https://www.youtube.com/watch?v=qhEWKfVia7k&t=3172s
2025/10/18,星間飛行,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=qhEWKfVia7k&t=3570s
2025/10/18,Happiness,Che'Nelle,https://www.youtube.com/watch?v=qhEWKfVia7k&t=4237s
2025/10/18,恋人ごっこ,マカロニえんぴつ,https://www.youtube.com/watch?v=qhEWKfVia7k&t=4866s
2025/10/18,君は薔薇より美しい,布施明,https://www.youtube.com/watch?v=qhEWKfVia7k&t=5650s
2025/08/27,水流のロック,日食なつこ,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=363s
2025/08/27,くりてぃかる♡ぷりちー,iLiFE!,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=648s
2025/08/27,超最強,超ときめき♡宣伝部,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=825s
2025/08/27,倍倍FIGHT!,CANDY TUNE,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=956s
2025/08/27,晴る,ヨルシカ,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=1376s
2025/08/27,粉雪,レミオロメン,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=1752s
2025/08/27,ミックスナッツ,Official髭男dism,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=2292s
2025/08/27,タッチ,岩崎良美,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=2559s
2025/08/27,忘れじの言の葉,未来古代楽団,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=2965s
2025/08/27,Blue Jeans,HANA,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=3456s
2025/08/27,First Love,宇多田ヒカル,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=3741s
2025/08/27,たばこ,コレサワ,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=4420s
2025/08/27,高嶺の花子さん,back number,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=5003s
2025/08/27,白い恋人達,桑田佳祐,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=5577s
2025/08/27,you,癒月,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=6508s
2025/08/27,めくる世界、めぐる歌,しゆ。,https://www.youtube.com/watch?v=i8YL3Nt6rxU&t=6895s
2024/06/29,カントリー・ロード,本名陽子,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=594s
2024/06/29,ルージュの伝言,松任谷由実,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=925s
2024/06/29,風になる,つじあやの,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=1225s
2024/06/29,やさしさに包まれたなら,松任谷由実,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=1666s
2024/06/29,負けないで,ZARD,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=2070s
2024/06/29,明日への扉,I WiSH,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=2471s
2024/06/29,マリーゴールド,あいみょん,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=2919s
2024/06/29,キラキラ,aiko,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=3423s
2024/06/29,青のすみか,キタニタツヤ,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=3813s
2024/06/29,Happiness,シェネル,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=4055s
2024/06/29,愛をこめて花束を,Superfly,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=4568s
2024/06/29,青と夏,Mrs. GREEN APPLE,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=5415s
2024/06/29,晴る,ヨルシカ,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=5646s
2024/06/29,僕らの戦場,ワルキューレ,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=6059s
2024/06/29,一度だけの恋なら,ワルキューレ,https://www.youtube.com/watch?v=sry7K7eQPjQ&t=6593s
2025/08/02,希望の轍,サザンオールスターズ,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=752s
2025/08/02,青いベンチ,サスケ,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=1183s
2025/08/02,Alchemy,Girls Dead Monster,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=1533s
2025/08/02,"My Soul,Your Beats!",Lia,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=1933s
2025/08/02,晩餐歌,tuki.,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=2428s
2025/08/02,真赤,My Hair is Bad,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=2777s
2025/08/02,アナタノオト,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=3128s
2025/08/02,ニンジーン Loves you yeah!,ランカ・リー＝中島愛,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=3452s
2025/08/02,転がる岩、君に朝が降る,ASIAN KUNG-FU GENERATION,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=3666s
2025/08/02,愛をこめて花束を,Superfly,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=4024s
2025/08/02,残酷な天使のテーゼ,高橋洋子,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=4380s
2025/08/02,星座になれたら,結束バンド,https://www.youtube.com/watch?v=Lso5UEvlJ9U&t=4804s
2025/01/19,ドライフラワー,優里,https://www.youtube.com/watch?v=foPY0Y55oNc&t=292s
2025/01/19,そっけない,RADWIMPS,https://www.youtube.com/watch?v=foPY0Y55oNc&t=708s
2025/01/19,儚くない,SUPER BEAVER,https://www.youtube.com/watch?v=foPY0Y55oNc&t=1280s
2025/01/19,水流のロック,日食なつこ,https://www.youtube.com/watch?v=foPY0Y55oNc&t=1901s
2025/01/19,GIRAFFE BLUES,ワルキューレ,https://www.youtube.com/watch?v=foPY0Y55oNc&t=2396s
2025/01/19,世界は恋に落ちている,CHiCO with HoneyWorks,https://www.youtube.com/watch?v=foPY0Y55oNc&t=2811s
2025/01/19,回る空うさぎ,Orangestar,https://www.youtube.com/watch?v=foPY0Y55oNc&t=3707s
2025/01/19,世界は恋に落ちている,CHiCO with HoneyWorks,https://www.youtube.com/watch?v=foPY0Y55oNc&t=3271s
2025/12/25,Snow halation,μ's,https://www.youtube.com/watch?v=ivqjFMhViss&t=477s
2025/12/25,ロマンスの神様,広瀬香美,https://www.youtube.com/watch?v=ivqjFMhViss&t=1130s
2025/12/25,雪の華,中島美嘉,https://www.youtube.com/watch?v=ivqjFMhViss&t=1337s
2025/12/25,好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=ivqjFMhViss&t=1888s
2025/12/25,メリクリ,BoA,https://www.youtube.com/watch?v=ivqjFMhViss&t=2177s
2025/12/25,きよしこの夜,クリスマスソング,https://www.youtube.com/watch?v=ivqjFMhViss&t=2381s
2025/12/25,白い恋人達,桑田佳祐,https://www.youtube.com/watch?v=ivqjFMhViss&t=2889s
2025/12/25,夜行,ヨルシカ,https://www.youtube.com/watch?v=ivqjFMhViss&t=3617s
2025/12/25,憂一乗,ヨルシカ,https://www.youtube.com/watch?v=ivqjFMhViss&t=3823s
2025/12/25,世界中の誰よりきっと,中山美穂 & WANDS,https://www.youtube.com/watch?v=ivqjFMhViss&t=4271s
2025/12/25,クリスマスソング,back number,https://www.youtube.com/watch?v=ivqjFMhViss&t=4465s
2025/12/25,ヒロイン,back number,https://www.youtube.com/watch?v=ivqjFMhViss&t=4632s
2025/12/25,ヒロインたるもの！,HoneyWorks,https://www.youtube.com/watch?v=ivqjFMhViss&t=4798s
2025/12/25,粉雪,レミオロメン,https://www.youtube.com/watch?v=ivqjFMhViss&t=5101s
2025/12/25,DAYBREAK FRONTLINE,Orangestar,https://www.youtube.com/watch?v=ivqjFMhViss&t=5608s
2025/12/25,カタオモイ,Aimer,https://www.youtube.com/watch?v=ivqjFMhViss&t=5947s
2025/12/25,めくる世界、めぐる歌,しゆ。,https://www.youtube.com/watch?v=ivqjFMhViss&t=6375s
2025/08/17,SUMMER SONG,YUI,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=1571s
2025/08/17,ガーネット,奥華子,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=1931s
2025/08/17,secret base ～君がくれたもの～,ZONE,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=2921s
2025/08/17,YUME日和,島谷ひとみ,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=3438s
2025/08/17,晩餐歌,tuki.,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=3707s
2025/08/17,気まぐれロマンティック,いきものがかり,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=4659s
2025/08/17,愛をこめて花束を,Superfly,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=4827s
2025/08/17,テルーの唄,手嶌葵,https://www.youtube.com/watch?v=pj0-X7uJ--s&t=5024s
